feature,rf_importance
defect_density,0.7522925647204307
mean_ipr,0.2355310799966002
clustering_index,0.006209487487961542
energy_bandwidth,0.001563654197583455
defect_strength,0.001479852302840406
mean_defect_distance,0.0013724222376118023
max_ipr,0.0012052019537138858
energy_gap,0.0003457371032580349
