sample_id,n_sites,n_defects,defect_density,defect_strength,defect_sites,mean_defect_distance,clustering_index,mean_energy,energy_gap,energy_bandwidth,mean_ipr,max_ipr,transport_descriptor
901,40,11,0.275,3.1655416388187896,5;9;13;16;19;25;26;27;32;33;38,3.3,0.23255813953488372,0.8705239506751671,0.2683211900907991,6.4704238041611974,0.22564436812107486,0.7463266412243428,0.6663804038075183
902,40,1,0.025,3.8783735246263134,28,0.0,,0.0969593381156579,0.13242495219793343,6.352168341882812,0.07975073713371478,0.7954323739844844,0.9051815639376795
903,40,1,0.025,1.1702014361574637,38,0.0,,0.029255035903936633,0.1531566859499781,4.2294369372275895,0.046329493514750644,0.3661235045889821,0.9334196491867901
904,40,5,0.125,0.12020882435789454,12;25;27;36;38,6.5,0.13333333333333333,0.015026103044736727,0.15297593226495151,3.996008114708687,0.0380067219736349,0.05005955093903931,0.8598402581052922
905,40,7,0.175,2.9662780845031107,1;2;4;9;29;32;36,5.833333333333333,0.14634146341463417,0.5190986647880445,0.1790973787910013,6.215143835550554,0.17907094635602622,0.6687439695125255,0.7385137408723853
906,40,7,0.175,3.5716339746285937,13;15;19;28;29;31;35,3.6666666666666665,0.2142857142857143,0.6250359455600041,0.17921799049238707,6.762770689188029,0.21914941073089933,0.7616531155360173,0.7172832354286461
907,40,9,0.225,1.0492003135662606,0;1;4;9;14;21;22;27;33,4.125,0.1951219512195122,0.23607007055240864,0.11298876162400193,4.413538626132274,0.08525636792476028,0.302946825039053,0.763209418004083
908,40,10,0.25,2.1364897383677537,0;1;12;16;17;18;20;21;29;36,4.0,0.2,0.5341224345919384,0.07286767477730471,5.663026179972186,0.16277175957289353,0.5505342726275723,0.7078284183018481
909,40,4,0.1,0.10372580035157408,3;9;22;26,7.666666666666667,0.11538461538461536,0.010372580035157352,0.15335025113561748,3.9918733832941387,0.03758499827501512,0.044679977755522,0.8790551928131584
910,40,8,0.2,3.713692124295639,4;6;7;9;16;20;34;39,5.0,0.16666666666666666,0.7427384248591279,0.1113326211976659,6.916932314339542,0.22288483421415722,0.8645106180775556,0.7027975672762641
911,40,2,0.05,0.43265664460564074,0;25,25.0,0.038461538461538464,0.021632832230282117,0.14958607234151944,4.033556231431948,0.04175020300627628,0.1118858199514163,0.9159604433746564
912,40,6,0.15,1.2375835567228628,3;6;8;35;37;38,7.0,0.125,0.1856375335084294,0.2085729482036142,4.700784527248954,0.07895551334978372,0.2715339368997795,0.8136991039441974
